URL,Paragraph,Dominant_Topic
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,"Yaranon pointed out that despite the adverse findings and reports and demanded compliance with the MOA, particularly on the required variation orders, Magalong allegedly allowed KHATIB Construction to be paid as per fund utilization report dated April 4, 2023 of Acting City Accountant Freda Jimenez.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,"The complainant emphasized that Magalong allegedly gave KHATIB Construction unwarranted benefits, advantage or preference in the discharge of his official administrative functions through manifest partiality, evident bad faith and gross inexcusable negligence. He also allegedly deliberately failed to exercise due diligence and efficiency in the prosecution of the project pursuant to the MOA when made aware and appraised of its status, particularly unauthorized variations in the plans, quantity and quality of materials and funding. It resulted to the ultimate failure to deliver completion of the project on time and worst, the reversion to DPWH of the much needed funds.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,Herald Express is a news organization based in  Baguio City that has a weekly publication and an online news portal. The newspaper is circulated in the different provinces of Northern Luzon. The name of the fastest-growing publication in town is coined from the word ‘quick messenger’ which is self-explanatory.,"news, publication, word, online, city, action, trigger, security, datum, command"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,© 2024  Baguio Herald Express | Website Design and Development by Neitiviti Studios,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,BAGUIO CITY – The fourth graft charge against Mayor Benjamin B. Magalong and two other ranking city officials relative to the construction of the Wright Park multipurpose buildings were recently filed before the Office of the Ombudsman following the earlier cases that are now being investigated.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,"In an 18 page affidavit complaint, Councilor Maria Mylen Victoria G. Yaranon and Ryan Dale Mangusan prayed for the immediate implementation of the preventive suspension against mayor Magalong, city Administrator Bonifacio dela Pena and City Building Official Arch. Johnny Degay pending the investigation to prevent them from tinkering with the documents that are in their possession which are material evidence and if not secured would compromise its integrity and the case.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,"The complaint alleged that Magalong, dela Pena and Degay, while in the performance of their official functions, as the incumbent mayor and head of procuring entity, chairman of the bids and Awards Committee (BAC), member of BAC and head of the implementing department of the projects of the local government, respectively, conspired or collaborated to award to Khatib Construction the two infrastructure projects construction of multipurpose buildings at Wright Park with project cost of PhP49.5 million despite the fact that the company was already disqualified for tendering a bid with an incomplete detailed cost estimate and the company is disqualified because of an ongoing project with the city which is not yet completed even after twice extension.","freedom, project, press, government, baguio, city, response, official, technology, unit"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,"In order to complete the project, Magalong reportedly requested the city council to appropriate the amount of PhP30 million and PhP50 million for the two projects which would not have been necessary if they had been more circumspect in the discharge of their functions, particularly in the procurement process. It would have been different if the project was awarded to a contractor which had the competence.","city, baguio, smart, center, command, say, project, quality, public, government"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,"As of December 21, 2023, the DPWH – Baguio City District Engineering office reported that the Wright Park project was slow pacing and can no longer be completed on December 31, 2023 as mandated under the agreement due to lack of material time, thus, it recommended for the termination of the agreements. Funds that were not yet transferred to the local government will already be reverted to the national coffers considering that the validity of the appropriation ended last December 31, 2023.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,"The complainants asserted that as a consequence of the failures of respondents to comply with the obligation of the city in the agreements for implementation of the said projects funded by the DPWH, Magalong proposed the realignment of some funds for the completion of the projects to the prejudice of other approved and funded projects that have to be sacrificed.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,"Earlier, Magalong in separate media interviews claimed that the string of cases filed against him before the Ombudsman are products of false accusations aside from being politically motivated but he never dwelt in answering the allegations of the complaint.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,Herald Express is a news organization based in Baguio City that has a weekly publication and an online news portal. The newspaper is circulated in the different provinces of Northern Luzon. The name of the fastest-growing publication in town is coined from the word ‘quick messenger’ which is self-explanatory.,"news, publication, word, online, city, action, trigger, security, datum, command"
https://baguioheraldexpressonline.com/4th-graft-case-filed-versus-3-baguio-officials/,© 2024 Baguio Herald Express | Website Design and Development by Neitiviti Studios,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"TRASH DAY | Baguio residents are given scheduled days each week to bring out their trash, rain or shine, to be picked up by waste collectors even in remote villages. The city’s garbage would have fueled a waste-to-energy plant being developed in Benguet but the local government says it will scrap the projects due to the technology’s environmental impact. —NEIL CLARK ONGCHANGCO","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"BAGUIO CITY, Benguet, Philippines — The local government will no longer push through with its waste-to-energy projects, Mayor Benjamin Magalong said at a Wednesday zero-waste forum that denounced the technology’s potential harm to the environment.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"Baguio waste managers would instead focus on reducing the city’s daily trash, Magalong told students and environmental activists who listened to zero-waste expert Jorge Emmanuel’s lecture on dioxins and furans.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"Magalong said he entertained waste-to-energy technology as a primary solution to Baguio’s garbage problem, “but after listening to you (Emmanuel), I would like to officially declare that the city of Baguio will be abandoning its waste-to-energy [options],” drawing cheers from students at the University of the Cordilleras, which hosted the forum.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"Each day, about 550 metric tons of trash are produced by a population of under 400,000, coupled with waste left by tourists.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"Toward the end of 2023, Magalong signed a memorandum of agreement (MOA) with Metro Global Holdings Corp., a company owned by businessman Robert John Sobrepeña, which is developing a 15-megawatt waste-to-energy plant in neighboring Sablan town in Benguet province.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,The agreement commits most of Baguio’s garbage to the power plant once it is built under a feedstock contract that may now need to be withdrawn after Magalong’s pronouncement.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"The facility would also absorb trash produced by the Benguet towns of La Trinidad, Itogon, Sablan, Tuba and Tublay. Together with Baguio and Sablan, these communities make up the BLISTT metropolis. Magalong did not explain how he could unilaterally break the existing MOA with his declaration at Wednesday’s forum.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,READ: Waste-to-energy plant rising in Benguet using Baguio’s garbage,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"When he first assumed office in 2019, Magalong negotiated a waste-to-energy project pitched by Japanese engineering firm Toyo Energy Solution Co. Ltd., but talks failed to resolve the high tariff that would need to be shouldered by residents.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,Tabanda said on Thursday she had reservations about Metro Global’s waste-to-energy project because it would disrupt Baguio’s original goal of minimizing garbage set by a now outdated solid waste master plan.,"waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"Instead, households and businesses would generate more waste to fuel the power plant, she said on the sidelines of a public consultation on amendments to the city’s 2017 ordinance banning plastics. Removing plastics, which make up 80 percent of Baguio’s residual waste, would contribute to the reduction of trash sent to landfills.Among the proposed changes is a city-wide ban on the sale or use of single-use plastics like “sando bags,” straws and fast food utensils, which is enforced by an executive order issued by Magalong.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://newsinfo.inquirer.net/1968551/waste-to-energy-projects-in-baguio-to-be-scrapped,"Eugene Buyuccan, the city government’s general services officer, said Magalong instructed him to fast-track a city-wide materials recovery program, beginning with four pilot barangays.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.bworldonline.com/the-nation/2024/04/02/585310/baguio-booking-scam-exposed/,BAGUIO CITY — The Baguio City government has reiterated its warning against a scam on bookings at popular accommodation facilities here through unverified online channels.,"city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.bworldonline.com/the-nation/2024/04/02/585310/baguio-booking-scam-exposed/,"The Office of Baguio City Mayor Benjamin B. Magalong noted an increase of incidents in which unsuspecting tourists are being conned, among them an actor who recently got scammed by a social media page that offered him a reservation at a Camp John Hay Forest Homes Cabin.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.bworldonline.com/the-nation/2024/04/02/585310/baguio-booking-scam-exposed/,"The actor’s experience was reported to Baguio City police’s anti-cybercrime unit, which is now conducting an investigation to unmask the scammers.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://www.bworldonline.com/the-nation/2024/04/02/585310/baguio-booking-scam-exposed/,The city government advised the public to verify with visita.baguio.gov.ph or call the Permits and Licensing Division at (074) 619-3184 to confirm if they are transacting with legitimate parties.,"city, baguio, smart, center, command, say, project, quality, public, government"
https://www.bulatlat.com/2022/12/13/groups-assail-conviction-of-baguio-journalist-frank-cimatu-for-cyber-libel/,"In a 19-page decision, Judge Evangeline Cabochan-Santos of the Quezon City Regional Trial Court (RTC) Branch 93 ruled that Cimatu, Baguio Chronicle editor and Rappler correspondent, is “guilty beyond reasonable doubt” of cyber-libel charges filed by former Agriculture Secretary Emmanuel Piñol. ","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://www.bulatlat.com/2022/12/13/groups-assail-conviction-of-baguio-journalist-frank-cimatu-for-cyber-libel/,Various media organizations condemned the use of cyber libel to attack journalists.,"system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://www.bulatlat.com/2022/12/13/groups-assail-conviction-of-baguio-journalist-frank-cimatu-for-cyber-libel/,"Under Ferdinand Marcos Jr. administration, the NUJP Safety Office has reported 36 cases of attacks on the PH media, eight of which are cyber libel charges. ","news, publication, word, online, city, action, trigger, security, datum, command"
https://www.bulatlat.com/2022/12/13/groups-assail-conviction-of-baguio-journalist-frank-cimatu-for-cyber-libel/,"Hours after the conviction was released, Sen. Risa Hontiveros filed Senate bill 1593, seeking to decriminalize libel. According to Hontiveros, these laws have been used to attack many of the people’s freedoms, particularly freedom of the press. ","freedom, project, press, government, baguio, city, response, official, technology, unit"
https://newsinfo.inquirer.net/1669795/another-netizen-sued-for-spreading-fake-crime-news,"Operatives of the PNP Anti-Cybercrime Group (ACG) filed the complaint at the Baguio City prosecutor’s office on Friday against Cherry Ann Pineda of San Fernando, Pampanga.","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://newsinfo.inquirer.net/1669795/another-netizen-sued-for-spreading-fake-crime-news,"The complaint stemmed from her Aug. 19 post on Facebook warning the public about kidnappings of children and women in Barangay Trancoville, Baguio City — more than 180 kilometers from her residence in San Fernando — involving a green van with license plate XMM 507 and white van with license plate VXM 351.","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://newsinfo.inquirer.net/1669795/another-netizen-sued-for-spreading-fake-crime-news,"However, William Regacho, barangay chair of Trancoville, and the Baguio police station both certified that based on their records, there were no incidents of kidnappings in their areas of responsibility.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.bworldonline.com/the-nation/2022/12/13/492909/court-convicts-baguio-city-journalist-of-cyber-libel-over-pinol-post/,A QUEZON CITY regional trial court has convicted a journalist from Baguio City for cyber-libel over a Facebook post he made about a former agriculture secretary in 2017.,"city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://www.bworldonline.com/the-nation/2022/12/13/492909/court-convicts-baguio-city-journalist-of-cyber-libel-over-pinol-post/,"“These laws have been used to constantly attack many of our freedoms, but particularly the freedom of the press. We need to decriminalize libel if we are to truly defend press freedom,” she said in a statement.","freedom, project, press, government, baguio, city, response, official, technology, unit"
https://www.bworldonline.com/the-nation/2022/12/13/492909/court-convicts-baguio-city-journalist-of-cyber-libel-over-pinol-post/,"Justice Secretary Jesus Crispin C. Remulla has said the government does not sanction attacks, harassment or intimidation of journalists.","news, publication, word, online, city, action, trigger, security, datum, command"
https://baguioheraldexpressonline.com/sablan-elated-over-withdrawal-of-wte-project/,"SABLAN, Benguet – Officials and residents of the municipality are elated over the reported non-continuance of the proposed multi-million waste to energy project by the  Baguio City government in the municipality that would put to a close the long-standing controversial issue besetting the municipal government.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://baguioheraldexpressonline.com/sablan-elated-over-withdrawal-of-wte-project/,"Mayor Alfredo Dacumos, Jr. said that the proposed multi-billion waste to energy project supposed to be undertaken by the Metro Global Renewables Corporation in partnership with the Baguio City government has not been accepted by the municipal government and the indigenous peoples (IPs) in the municipality contrary to earlier pronouncements that the company already applied for the issuance of the environmental compliance certificate (ECC) of the project.","city, baguio, smart, center, command, say, project, quality, public, government"
https://baguioheraldexpressonline.com/sablan-elated-over-withdrawal-of-wte-project/,The municipal chief executive disclosed that municipal officials heaved a sigh of relief after it was formally announced by Baguio City officials that the proposed waste to energy project in the municipality will no longer be pursued for various reasons.,"city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://baguioheraldexpressonline.com/sablan-elated-over-withdrawal-of-wte-project/,Herald Express is a news organization based in Baguio City that has a weekly publication and an online news portal. The newspaper is circulated in the different provinces of Northern Luzon. The name of the fastest-growing publication in town is coined from the word ‘quick messenger’ which is self-explanatory.,"news, publication, word, online, city, action, trigger, security, datum, command"
https://baguioheraldexpressonline.com/sablan-elated-over-withdrawal-of-wte-project/,© 2024  Baguio Herald Express | Website Design and Development by Neitiviti Studios,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.pna.gov.ph/opinion/pieces/895-the-need-to-push-unpopular-but-beneficial-measures,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data.","news, publication, word, online, city, action, trigger, security, datum, command"
https://www.philstar.com/nation/2024/02/05/2331129/baguio-citys-data-system-attacked-3m-times-2023,"BAGUIO CITY — The Baguio City government's data system was attacked by cybercriminals at least three million times in 2023, but it survived all of them, the Management Information Technology Division of the Baguio City Mayor's Office said.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.philstar.com/nation/2024/02/05/2331129/baguio-citys-data-system-attacked-3m-times-2023,"MITD chief Francisco Camarao said that the city's database was successfully protected by its firewall. It also warned that while attacks occur daily and get more sophisticated, there is a need to further beef up cybersecurity measures to ensure protection of the data collated from the various transactions in the city government.","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://www.philstar.com/nation/2024/02/05/2331129/baguio-citys-data-system-attacked-3m-times-2023,Baguio Mayor Benjamin Magalong confirmed the vulnerability of the city's system based on the results of an assessment conducted on the city's system by a third party.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.philstar.com/nation/2024/02/05/2331129/baguio-citys-data-system-attacked-3m-times-2023,"""Securing data is a huge challenge. We have seen government offices and local government units here and abroad that have more sophisticated systems fall helplessly to these hackers. We may be next so we have to be proactive,"" Magalong said.","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://mb.com.ph/2024/2/4/baguio-city-hit-by-3-m-cyberattacks-in-2023,BAGUIO CITY – The Management Information Technology Division of the City Mayor's Office reported that more than three million hackers attempted to infiltrate the city government's data system in 2023.,"city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://mb.com.ph/2024/2/4/baguio-city-hit-by-3-m-cyberattacks-in-2023,"According to MITD head Francisco Camarao, the city's database was successfully protected by its firewall but as attacks occur every day and become more sophisticated, cybersecurity measures need to be strengthened to ensure the protection of data from various transactions in the city government.

Camarao said aside from the loss of data that leads to the intrusion of people's privacy and legal issues for the government, the cybersecurity breach also results in data exposure that causes unauthorized access to citizens' data, identity theft, and erosion of public trust in government.

It also leads to financial losses, operational disruptions, and legal problems, he added.

Camarao said among proposed solutions are the establishment of an offsite backup system, continuous training and improvement in cybersecurity, and the approval and implementation of the proposed P40-million disaster recovery system to enhance system resilience, reduce weakness, strengthen overall operational efficiency, and boost performance.","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://mb.com.ph/2024/2/4/baguio-city-hit-by-3-m-cyberattacks-in-2023,Mayor Benjamin Magalong confirmed the weakness of the city's system based on the results of the assessment conducted on the city's system by a third party.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://mb.com.ph/2024/2/4/baguio-city-hit-by-3-m-cyberattacks-in-2023,"""Securing data is a huge challenge. We have seen government offices and local government units here and abroad with more sophisticated systems fall helplessly to these hackers. We may be next so it is necessary let's be prompt,"" said Magalong. ","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://www.rappler.com/life-and-style/travel/baguio-igorot-stone-kingdom-shut-down-permit-safety-issues/,"BAGUIO CITY, Philippines – One of Baguio’s latest tourist attractions was shut down on Wednesday, November 9.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.rappler.com/life-and-style/travel/baguio-igorot-stone-kingdom-shut-down-permit-safety-issues/,"Baguio City Mayor Benjamin Magalong ordered the closure of the Igorot Stone Kingdom along Long-long Road, Pinsao Proper due to permit and safety issues. ","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,A recent furlough to Baguio City recently has brought me and my companions more stress rather than relaxation due to unbearable traffic congestion and overcrowding of places to visit. The cool breeze of the city likewise seemed to be affected by these.,"city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"The city of pines has been one of my favorite destinations since my younger years. Foremost, one can typically enjoy the place’ cold weather and the beautiful sceneries that are relaxing. Before, there were lots of pine trees even in the city proper. Their scent complements the natural smell of the air.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"There are many places to visit in Baguio mostly inspired by nature such as the mountains, trees, flowers and others. There are a thousand shops which up to now, market local products mostly can found only in the Cordilleras. These shops sell souvenir items, clothing, food and delicacies and many others.","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"The Baguio Public Market is a must-visit place for pasalubongs since they offer the best price of many things as compared to shops and roadside stalls. The market is also the product hub within the city, thus offering the cheaper prices of goods.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"Over the years, Baguio City keeps on attracting local and foreign tourists. This fact makes the city a magnet for vehicles which would add up to the already bloated local vehicle population of Baguio City. The number of vehicles plying the roads and streets of the city keeps on growing but the number of the latter is still the same, thus resulting in traffic congestion.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"Even prior to the holiday season, the city's congestion of people as well as vehicles is already a serious concern. During the holidays, vehicular traffic remains at a standstill. The city was at par with Metro Manila’s EDSA which was dubbed before as the biggest parking place in the world.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"When Baguio City was developed in the early 1900’s, urban planning was never a subject yet among developers. What was once a vacation place with the number of visitors peaking only during summer, Baguio City’s population (residents and transients), swells all year round now.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"Recently, the city government of Baguio has announced that it shall be resorting to Artificial Intelligence (AI) for its traffic and parking management. This perhaps is the solution to the growing problem of over congestion and traffic gridlocks.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.sunstar.com.ph/pampanga/congested-baguio-city,"Through AI, traffic managers can easily come up with solutions to traffic problems with the aid of modern technology. The AI can now manage where to put vehicles and even humans as well to avoid congestions. While we cannot extend the land area of the city, we might perhaps regulate vehicles instead.","management, tourist, traffic, waste, boracay, close, technology, business, baguio, ai"
https://www.rappler.com/philippines/luzon/baguio-city-session-road-congestion-fee-proposal/,"BAGUIO CITY, Philippines – A company aiming to fix Baguio City’s traffic problem is proposing a congestion fee of P250 or more for motorists every time they enter Session Road, the city’s central business district.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.rappler.com/philippines/luzon/baguio-city-session-road-congestion-fee-proposal/,"Metro Pacific Tollways Corporation (MPTC), a company under the Manny Pangilinan group of companies, is the main proponent of the P2.5-billion Baguio City Smart Urban Mobility Project, a Public Private Partnership initiative seen to reduce traffic in the country’s summer capital through congestion charges and other transport technology solutions.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.rappler.com/philippines/luzon/baguio-city-session-road-congestion-fee-proposal/,"MPTC said that a similar congestion fee is already imposed in Singapore, London, Stockholm, and Milan to decongest the traffic in these major cities. New York planned to do a similar scheme, but the local government opted to halt implementation amid the US elections.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://business.inquirer.net/405303/sec-busts-alleged-baguio-investment-scam,MANILA  -The Securities and Exchange Commission filed charges against perpetrators of an alleged investment scam in Baguio City after company employees and agents were caught illegally accepting investments during their own event.,"city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://business.inquirer.net/405303/sec-busts-alleged-baguio-investment-scam,"The corporate watchdog joined a June 10 operation with the Presidential Anti-Organized Crime Commission, the Regional Anti-Cybercrime Unit Cordillera, and the Baguio City Police Office that led to the arrest of employees of Casa Infini Builders and Realty Co. Ltd.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://business.inquirer.net/405303/sec-busts-alleged-baguio-investment-scam,"The event, dubbed Rap EsTea Talk, was held in a hotel in Legarda Road Baguio.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://business.inquirer.net/405303/sec-busts-alleged-baguio-investment-scam,"“[Evidence] shows that there is reasonable ground to hold respondents Floresca, Ruhhiya Ymana, Jerick Sadernas, and Jacqueline Melchor liable for violations of Sections 8, 26 and 28 of the [SRC] for their acts of offering securities without the required registration statement duly filed with and approved by the SEC, for investment fraud, and for soliciting investments without license,” according to Baguio City prosecutors. INQ","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://www.rappler.com/philippines/luzon/auditors-say-baguio-city-use-development-projects-fund-2022/,"MANILA, Philippines – The Commission on Audit (COA) said that Baguio City only used 8% – or only P79.96 million – out of its P1.023 billion in available funding for development projects for 2022.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.rappler.com/philippines/luzon/auditors-say-baguio-city-use-development-projects-fund-2022/,"The state auditors said Baguio City only “fully implemented” 96 programs, projects, and activities (PPAs) out of 539, with another 96 listed as “partially implemented” and the remaining 347 “not implemented.”","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://www.rappler.com/philippines/luzon/auditors-say-baguio-city-use-development-projects-fund-2022/,"This was contained in COA’s 211-page audit report, received by the office of Mayor Benjamin Magalong on May 25, 2023.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,BAGUIO CITY —  More than P100 million funds for supposed Baguio City infrastructure projects are being reverted back to the national treasury due to the violations in the implementation of these projects.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,"During a special session of the Baguio City Council on Thursday, it was revealed that the City Government of Baguio has to return more than P100 million acquired through the Department of Public Works and Highways (DPWH)-Cordillera.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,"These infrastructure projects include the Youth Center in the Baguio Athletic Bowl where DPWH provided a counterpart fund of P50 million. In its 2022 audit report, COA, however, disallowed the initial release of P25 million of the full budget after discovering that the city government did not properly disburse the funding it had acquired from the DPWH.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,Baguio City is also returning funds for the multi-purpose building at Wright Park with a P29.4 million funding and the basic infrastructure program (BIP) for the construction of a supposed to be multi-purpose hall in Lualhati Barangay with P49.5 million fund.  These are part of the regular infrastructure program of the DPWH for 2022 downloaded to the Baguio City government.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,"Enraged Baguio City Councilor Mylen Yaranon blamed the insistence of the Baguio City government in handling the bidding and implementation of infrastructure projects, but ending up returning the funds because of violations.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,She claimed that the city government have not trusted the winning bidding contractors of the Baguio City District Engineering Office (DPWH-BCDEO) and had insisted that the local government unit will be the one to look for contractors.,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,"Baguio Councilor Betty Lourdes Tabanda, on the other hand, stressed that someone should be held accountable for the return of the funds.","waste, 2023, baguio, command, center, city, magalong, cctv, say, december"
https://www.philstar.com/nation/2024/01/07/2324103/over-p100m-baguio-city-infra-projects-funds-returned-national-treasury,"“Instead of the city having big savings from having infrastructure projects because of financial assistance from the national government, Baguio is now in hot [water] because of the poor standard outputs of the contractors the city government had transacted with and the very poor monitoring and supervision of concerned agencies of the city government,"" she said.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.rappler.com/philippines/luzon/baguio-diversion-dpwh-building-project-fund-audit-report-2022/,"BAGUIO, Philippines – State auditors raised concerns about alleged irregularities in the city government’s use of funds in the implementation of a P50-million project funded by the Department of Public Works and Highways (DPWH).","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"RAIN BASIN | Baguio City has been rationing water since the late 1980s because the supply pumped out from its aquifers is not enough for its growing population. But the city’s high rainfall remains an untapped resource. The Mt. Santo Tomas Rain Basin built by the American colonial government, shown in this photo taken on Dec. 31, 2014, has augmented demand for decades. (File photo by EV ESPIRITU / Inquirer Northern Luzon)","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://newsinfo.inquirer.net/1794048/baguio-govt-urged-to-tax-tourists-for-water-use,"BAGUIO CITY, Benguet, Philippines — Collecting taxes from tourists and transients for the water they consume may help finance new rainwater-harvesting projects that can augment the city’s dwindling water supply, Salvador Royeca, general manager of the Baguio Water District (BWD),  said on Monday.","city, baguio, smart, center, command, say, project, quality, public, government"
